market,date,com.l,idx.l,ncm.l,nrp.l,tot.l,com.s,idx.s,ncm.s,nrp.s,tot.s,com.n,idx.n,ncm.n,nrp.n,tot.n,delta_com.l,delta_idx.l,delta_ncm.l,delta_nrp.l,delta_tot.l,delta_com.s,delta_idx.s,delta_ncm.s,delta_nrp.s,delta_tot.s,delta_com.n,delta_idx.n,delta_ncm.n,delta_nrp.n,delta_tot.n,share_com.l,share_idx.l,share_ncm.l,share_nrp.l,share_tot.l,share_com.s,share_idx.s,share_ncm.s,share_nrp.s,share_tot.s,traders_com.l,traders_idx.l,traders_ncm.l,traders_nrp.l,traders_tot.l,traders_com.s,traders_idx.s,traders_ncm.s,traders_nrp.s,traders_tot.s,open_int,delta_open_int
Coffee C - Ice Futures U.s.,2021-01-26T00:00:00Z,95807,85472,43089,14053,310318,197377,12822,20984,7237,317133,-101570,72650,22105,6816,-6815,-507,1017,167,-359,6406,-485,206,1709,-1111,7158,-22,811,-1542,752,-752,29.5,26.3,13.3,4.3,95.7,60.8,4,6.5,2.2,97.8,120,45,158,NA,388,117,20,72,NA,300,324371,6047
Coffee C - Ice Futures U.s.,2021-02-02T00:00:00Z,94197,86668,43732,13187,312777,196449,13839,20905,6592,319372,-102252,72829,22827,6595,-6595,-1610,1196,643,-866,2459,-928,1017,-79,-646,2239,-682,179,722,-220,220,28.9,26.6,13.4,4,96,60.3,4.2,6.4,2,98,119,46,177,NA,396,115,19,68,NA,305,325964,1593
Coffee C - Ice Futures U.s.,2021-02-09T00:00:00Z,91871,88963,43565,13742,312412,193462,14126,23813,6741,319413,-101591,74837,19752,7001,-7001,-2326,2295,-167,555,-364,-2987,286,2908,149,41,661,2009,-3075,406,-405,28.2,27.3,13.4,4.2,95.8,59.3,4.3,7.3,2.1,97.9,119,46,173,NA,397,120,20,73,NA,310,326154,190
Coffee C - Ice Futures U.s.,2021-02-16T00:00:00Z,77624,88719,43149,12393,280896,177132,14055,23695,7003,286286,-99508,74664,19454,5390,-5390,-14247,-243,-417,-1349,-31516,-16329,-71,-118,262,-33127,2082,-172,-299,-1611,1611,26.5,30.2,14.7,4.2,95.8,60.4,4.8,8.1,2.4,97.6,116,46,156,NA,373,118,21,70,NA,289,293289,-32865
Coffee C - Ice Futures U.s.,2021-02-23T00:00:00Z,76785,90593,52356,13417,298376,191640,17036,16930,7545,304249,-114855,73557,35426,5872,-5873,-838,1873,9208,1024,17480,14508,2982,-6764,542,17963,-15346,-1109,15972,482,-483,24.6,29.1,16.8,4.3,95.7,61.5,5.5,5.4,2.4,97.6,117,48,183,NA,389,123,22,60,NA,287,311794,18505
Coffee C - Ice Futures U.s.,2021-03-02T00:00:00Z,75256,88689,53342,13044,304805,190656,16086,17057,6533,311316,-115400,72603,36285,6511,-6511,-1529,-1903,986,-373,6429,-985,-950,126,-1011,7067,-544,-953,860,638,-638,23.7,27.9,16.8,4.1,95.9,60,5.1,5.4,2.1,97.9,118,48,191,NA,411,124,19,64,NA,298,317849,6056
Coffee C - Ice Futures U.s.,2021-03-09T00:00:00Z,81698,88543,49354,12949,316122,189033,16766,19884,6860,322211,-107335,71777,29470,6089,-6089,6442,-146,-3989,-95,11316,-1622,680,2827,327,10895,8064,-826,-6816,-422,421,24.8,26.9,15,3.9,96.1,57.4,5.1,6,2.1,97.9,120,46,169,NA,405,124,22,79,NA,306,329071,11222
Coffee C - Ice Futures U.s.,2021-03-16T00:00:00Z,81096,91120,50201,12533,318897,189129,17203,21977,6640,324790,-108033,73917,28224,5893,-5893,-601,2577,847,-416,2775,96,437,2093,-220,2579,-697,2140,-1246,-196,196,24.5,27.5,15.1,3.8,96.2,57.1,5.2,6.6,2,98,118,46,167,NA,395,123,23,76,NA,304,331430,2359
Coffee C - Ice Futures U.s.,2021-03-23T00:00:00Z,88708,90734,48414,13416,320628,189497,17866,26827,7081,326963,-100789,72868,21587,6335,-6335,7611,-386,-1787,883,1732,367,662,4850,441,2173,7244,-1048,-6637,442,-441,26.6,27.2,14.5,4,96,56.7,5.3,8,2.1,97.9,124,46,164,NA,397,121,23,82,NA,314,334045,2615
Coffee C - Ice Futures U.s.,2021-03-30T00:00:00Z,103028,88466,42777,14013,328892,189359,19873,30541,8512,334392,-86331,68593,12236,5501,-5500,14321,-2267,-5636,596,8263,-138,2007,3713,1431,7429,14459,-4274,-9349,-835,834,30,25.8,12.5,4.1,95.9,55.2,5.8,8.9,2.5,97.5,123,47,160,NA,395,117,23,86,NA,314,342904,8860
Coffee C - Ice Futures U.s.,2021-04-06T00:00:00Z,104570,89769,39348,13230,335927,185911,20317,32488,8200,340957,-81341,69452,6860,5030,-5030,1541,1303,-3430,-783,7036,-3448,444,1948,-312,6565,4989,859,-5378,-471,471,29.9,25.7,11.3,3.8,96.2,53.2,5.8,9.3,2.3,97.7,122,47,161,NA,391,119,22,81,NA,312,349157,6253
Coffee C - Ice Futures U.s.,2021-04-13T00:00:00Z,96186,89690,40001,13737,314896,184411,18282,28684,8237,320396,-88225,71408,11317,5500,-5500,-8383,-80,654,507,-21032,-1500,-2035,-3804,37,-20561,-6883,1955,4458,470,-471,29.3,27.3,12.2,4.2,95.8,56.1,5.6,8.7,2.5,97.5,122,45,159,NA,393,119,22,78,NA,298,328633,-20524
Coffee C - Ice Futures U.s.,2021-04-20T00:00:00Z,93816,90191,43199,11936,315146,190093,16139,25466,7443,319638,-96277,74052,17733,4493,-4492,-2371,501,3198,-1801,250,5682,-2143,-3218,-794,-758,-8053,2644,6416,-1007,1008,28.7,27.6,13.2,3.6,96.4,58.1,4.9,7.8,2.3,97.7,119,45,165,NA,393,116,23,72,NA,291,327081,-1551
Coffee C - Ice Futures U.s.,2021-04-27T00:00:00Z,90550,93181,51724,12644,333394,207823,15022,18159,7096,338941,-117273,78159,33565,5548,-5547,-3265,2990,8525,708,18248,17730,-1117,-7308,-347,19303,-20995,4107,15833,1055,-1055,26.2,26.9,14.9,3.7,96.3,60.1,4.3,5.2,2.1,97.9,121,46,179,NA,413,130,24,74,NA,309,346038,18956
Coffee C - Ice Futures U.s.,2021-05-04T00:00:00Z,86853,93057,53482,13071,331741,205575,14624,19613,6651,338162,-118722,78433,33869,6420,-6421,-3698,-124,1758,427,-1652,-2248,-397,1454,-445,-780,-1450,273,304,872,-872,25.2,27,15.5,3.8,96.2,59.6,4.2,5.7,1.9,98.1,122,45,187,NA,417,129,22,68,NA,304,344812,-1225
Coffee C - Ice Futures U.s.,2021-05-11T00:00:00Z,91478,94075,56635,14774,349629,211893,14845,21972,8252,356151,-120415,79230,34663,6522,-6522,4625,1018,3153,1704,17888,6318,221,2359,1602,17990,-1693,797,794,102,-102,25.1,25.8,15.5,4.1,95.9,58.1,4.1,6,2.3,97.7,121,45,186,NA,420,128,23,76,NA,317,364404,19591
Coffee C - Ice Futures U.s.,2021-05-18T00:00:00Z,92534,94195,58428,13904,350816,212106,15215,23082,8658,356062,-119572,78980,35346,5246,-5246,1056,120,1793,-870,1186,214,370,1110,406,-89,842,-250,683,-1276,1275,25.4,25.8,16,3.8,96.2,58.2,4.2,6.3,2.4,97.6,121,45,187,NA,418,126,23,69,NA,303,364720,316
Coffee C - Ice Futures U.s.,2021-05-25T00:00:00Z,93539,93420,57921,14280,347453,213694,14734,22510,8222,353511,-120155,78686,35411,6058,-6058,1006,-776,-507,375,-3363,1587,-482,-571,-436,-2551,-581,-294,64,811,-812,25.9,25.8,16,3.9,96.1,59.1,4.1,6.2,2.3,97.7,121,45,186,NA,412,125,22,67,NA,304,361733,-2987
Coffee C - Ice Futures U.s.,2021-06-01T00:00:00Z,93646,92788,60859,14898,361937,217611,16640,18703,9237,367597,-123965,76148,42156,5661,-5660,107,-631,2938,618,14484,3917,1907,-3808,1015,14086,-3810,-2538,6746,-397,398,24.9,24.6,16.2,4,96,57.7,4.4,5,2.5,97.5,121,44,200,NA,426,129,22,60,NA,316,376834,15101
Coffee C - Ice Futures U.s.,2021-06-08T00:00:00Z,94974,92401,61482,14545,361549,216825,16439,21185,8953,367140,-121851,75962,40297,5592,-5591,1328,-388,623,-353,-388,-786,-201,2482,-284,-457,2114,-187,-1859,-69,69,25.3,24.6,16.3,3.9,96.1,57.7,4.4,5.6,2.4,97.6,123,44,201,NA,427,131,24,65,NA,328,376094,741
Coffee C - Ice Futures U.s.,2021-06-15T00:00:00Z,89584,90919,56540,13833,329387,204356,16798,21837,7886,335334,-114772,74121,34703,5947,-5947,-5390,-1482,-4942,-712,-32162,-12469,359,652,-1068,-31806,7079,-1841,-5594,356,-356,26.1,26.5,16.5,4,96,59.5,4.9,6.4,2.3,97.7,117,45,178,NA,405,122,23,68,NA,310,343219,-32874
Coffee C - Ice Futures U.s.,2021-06-22T00:00:00Z,86339,88163,52076,13109,316433,190904,15540,25615,7629,321913,-104565,72623,26461,5480,-5480,-3246,-2755,-4464,-723,-12954,-13452,-1258,3778,-256,-13421,10206,-1497,-8242,-467,467,26.2,26.8,15.8,4,96,57.9,4.7,7.8,2.3,97.7,120,46,169,NA,399,121,23,71,NA,304,329542,-13677
Coffee C - Ice Futures U.s.,2021-06-29T00:00:00Z,89447,88331,56074,12592,328745,199567,15547,24559,6771,334567,-110120,72784,31515,5821,-5822,3108,167,3998,-517,12312,8663,7,-1055,-859,12654,-5555,160,5053,342,-342,26.2,25.9,16.4,3.7,96.3,58.5,4.6,7.2,2,98,121,44,179,NA,403,123,22,66,NA,300,341338,11795
Coffee C - Ice Futures U.s.,2021-07-06T00:00:00Z,95902,90696,51103,12437,335594,197948,16849,27738,7603,340428,-102046,73847,23365,4834,-4834,6455,2366,-4971,-155,6849,-1619,1302,3179,833,5861,8074,1064,-8150,-988,988,27.6,26.1,14.7,3.6,96.4,56.9,4.8,8,2.2,97.8,124,44,177,NA,410,125,22,72,NA,305,348031,6694
Coffee C - Ice Futures U.s.,2021-07-13T00:00:00Z,100151,90976,46434,12628,323888,199324,18077,25595,7194,329322,-99173,72899,20839,5434,-5434,4249,280,-4669,191,-11706,1376,1227,-2143,-410,-11106,2873,-947,-2526,601,-600,29.8,27,13.8,3.8,96.2,59.2,5.4,7.6,2.1,97.9,121,45,161,NA,387,124,22,67,NA,299,336516,-11516
Coffee C - Ice Futures U.s.,2021-07-20T00:00:00Z,102989,91055,52289,11883,352871,212331,19616,19156,7113,357641,-109342,71439,33133,4770,-4770,2839,78,5855,-745,28983,13007,1540,-6440,-81,28319,-10168,-1462,12295,-664,664,28.2,25,14.3,3.3,96.7,58.2,5.4,5.3,2,98,122,46,178,NA,398,130,23,62,NA,315,364754,28238
Coffee C - Ice Futures U.s.,2021-07-27T00:00:00Z,115575,83093,47108,11581,390507,218266,17767,14185,7140,394949,-102691,65326,32923,4441,-4442,12585,-7961,-5181,-302,37636,5935,-1849,-4971,27,37308,6650,-6112,-210,-329,328,28.7,20.7,11.7,2.9,97.1,54.3,4.4,3.5,1.8,98.2,125,46,170,NA,393,131,23,60,NA,315,402088,37334
Coffee C - Ice Futures U.s.,2021-08-03T00:00:00Z,114896,85350,47391,11911,387802,218307,20389,13577,7275,392439,-103411,64961,33814,4636,-4637,-678,2256,284,330,-2705,41,2623,-607,135,-2510,-719,-367,891,195,-195,28.7,21.4,11.9,3,97,54.6,5.1,3.4,1.8,98.2,120,48,166,NA,394,127,27,63,NA,327,399713,-2375
Coffee C - Ice Futures U.s.,2021-08-10T00:00:00Z,110264,81914,45774,12811,376943,209067,17649,16822,7225,382529,-98803,64265,28952,5586,-5586,-4632,-3435,-1618,900,-10859,-9240,-2741,3245,-49,-9910,4608,-694,-4863,949,-949,28.3,21,11.7,3.3,96.7,53.6,4.5,4.3,1.9,98.1,117,47,165,NA,393,127,26,68,NA,329,389754,-9959
Coffee C - Ice Futures U.s.,2021-08-17T00:00:00Z,96024,78396,47337,11945,331600,193666,16360,16842,6835,336710,-97642,62036,30495,5110,-5110,-14239,-3518,1563,-866,-45343,-15401,-1289,20,-390,-45819,1162,-2229,1543,-476,476,28,22.8,13.8,3.5,96.5,56.4,4.8,4.9,2,98,113,45,156,NA,369,118,24,59,NA,297,343545,-46209
Coffee C - Ice Futures U.s.,2021-08-24T00:00:00Z,94749,77536,48017,12001,332871,191033,16572,17373,7325,337547,-96284,60964,30644,4676,-4676,-1276,-861,681,56,1272,-2633,212,532,490,838,1357,-1073,149,-434,434,27.5,22.5,13.9,3.5,96.5,55.4,4.8,5,2.1,97.9,111,45,155,NA,369,121,21,65,NA,290,344873,1328
Coffee C - Ice Futures U.s.,2021-08-31T00:00:00Z,92345,77251,49839,11573,340352,193113,15949,16019,5926,345999,-100768,61302,33820,5647,-5647,-2404,-285,1822,-428,7481,2080,-623,-1354,-1399,8452,-4484,338,3176,971,-971,26.2,22,14.2,3.3,96.7,54.9,4.5,4.6,1.7,98.3,115,45,163,NA,380,121,21,60,NA,295,351925,7053
Coffee C - Ice Futures U.s.,2021-09-07T00:00:00Z,93281,73737,52419,11688,345980,193593,15167,15908,6457,351211,-100312,58570,36511,5231,-5231,936,-3514,2579,115,5628,479,-782,-111,530,5212,457,-2732,2690,-415,416,26.1,20.6,14.7,3.3,96.7,54.1,4.2,4.4,1.8,98.2,116,45,164,NA,380,124,19,65,NA,300,357668,5743
Coffee C - Ice Futures U.s.,2021-09-14T00:00:00Z,94324,73711,49646,11671,339366,191078,15581,15615,7078,343959,-96754,58130,34031,4593,-4593,1043,-26,-2772,-17,-6614,-2514,414,-294,622,-7253,3557,-440,-2478,-639,639,26.9,21,14.1,3.3,96.7,54.4,4.4,4.4,2,98,113,45,153,NA,371,119,22,70,NA,301,351037,-6631
